Supporting Information,,,,,,
Prediction of Energetic Material Properties from Electronic Structure using 3D Convolutional Neural Networks,,,,,,
Alex D. Casey,,"School of Mechanical Engineering, Purdue University, West Lafayette, Indiana 47907, USA",alex.casey.13@gmail.com,,,
CC1=NC=NC(=O)OC(O)=C(O1)C(=O)C(N)=O,-924.6306378,4.468688952,3.5015,1.673,-189.911,train
CC1=C(N=COC(=N)OC(=O)C(=N)O1)C(O)=O,-924.6062,4.75930884,3.9635,1.676,-168.479,valid
CC(=O)OC(CO)(C#N)C1=NC(=N)ON=N1,-845.4751554,4.252900964,3.7926,1.559,-27.809,train
CC1(NC(=O)CNC(=O)C1(O)C(O)=O)C(O)=O,-946.9860157,6.178665896,1.4617,1.734,-311.238,valid
CC1(COC2=NC(=N)OC(=O)N12)C(=O)NC=O,-904.8276171,5.678788804,6.0456,1.657,-184.645,valid
CC1=C(N)C2=C(N=NN2C2=NON=N2)C(=O)O1,-878.5365407,3.680913132,5.8803,1.702,62.964,valid
CCN=C1OC2=NOC(=O)N2C=C1OC(N)=O,-904.7571121,4.988430512,6.6234,1.617,-139.959,valid
CC1=CC2=C3N(N=C(O)N3C1=O)N=NOC2=O,-882.4024857,4.05861014,4.2843,1.689,-15.005,valid
CC1(OC(=N)C(=O)NC(=O)NC1C(O)=O)C=O,-925.8736846,5.60014728,2.1565,1.638,-225.549,valid
CC(N)(C(O)=O)C1=NC(OC(N)=O)=NOC1=N,-922.0020951,4.165823844,6.0455,1.665,-141.358,train
CC(N1N=CC(=N)C(=O)N=N1)C1=NOC(=N)O1,-879.6932699,4.015615812,3.3747,1.567,82.057,valid
CC12OC(CNC(=O)C=O)(OC1=O)C(=O)C2=O,-928.4525815,3.652068836,1.3462,1.623,-248.748,valid
CC1OC(=O)C(O)(C#C)C(O)(C(O)=O)C(=O)O1,-949.4966087,6.201251524,2.8475,1.666,-286.311,train
CC1=C(OC=O)N2C(=O)ON=C2C(=N)C(=N)O1,-903.4970092,4.0477255,3.0795,1.633,-86.652,valid
CC1=NC(C(O)=O)=C(OC1=O)N(C=O)C(N)=N,-904.8094061,4.042011064,2.3016,1.613,-171.897,train
CC1(OCC(OC=O)OC(=O)O1)C(=O)C#N,-890.3363037,4.82869842,4.1748,1.625,-247.337,train
CC(=O)N(C(N)=O)C1=NC(=O)C(CC=O)=NO1,-904.7605141,5.174829972,2.1131,1.578,-143.143,train
CC(C)(OC(=O)N1C=NOC1=N)C(=O)C(O)=O,-925.8394143,4.032487004,0.7325,1.568,-197.111,train
CC1OC(=N)C(O)C2=C1OC(=O)C(=N2)[N+]([O-])=O,-924.5124925,4.188681588,6.0959,1.656,-117.236,valid
CC1=NC=CC(=C(O)C=C(O1)[N+]([O-])=O)[N+]([O-])=O,-924.3970919,3.506758892,2.3865,1.61,-36.191,train
CC1=C(OC(=N)C(O)=C(N)OC(=N)N1)[N+]([O-])=O,-921.8803176,3.384850924,4.6206,1.639,-58.162,valid
CC1(N2N=C3OC(=N)OC3=C2NC1=O)C(O)=O,-903.5367567,5.228164708,2.3818,1.735,-120.956,valid
CC(CN=C1ON=C(O)O1)N1C(=O)ON=C1N,-921.969128,5.67089744,9.9273,1.727,-122.153,valid
CC(O)(C#N)C(=N)N(C=O)C(=O)C(=O)NC=O,-904.7814255,4.681483664,2.5203,1.554,-157.573,train
CC1OCC2(O)C(=O)OC3OC(=O)C(=O)C23O1,-949.5402722,4.385421456,3.4822,1.724,-316.809,valid
CC(=O)NC(=O)OC1OCC2=C1N=NOC2=O,-924.6040568,4.168000772,2.3264,1.638,-176.189,valid
CC(=O)C1(OC2=C(OC1C(O)=O)N=CO2)C=O,-928.4195705,4.605835416,2.2479,1.686,-219.72,valid
CC1=C(N(C=O)C(=O)C(O)=O)C(=O)OC(=N)O1,-944.5372603,4.531547748,3.1071,1.694,-258.461,train
CC(N1C(O)=NC(O)=C(NC=O)C1=O)C(O)=O,-925.9285377,4.646652816,8.3382,1.747,-263.606,train
CC(=O)OC1(COC(=O)C(=N)NC1=O)C=O,-870.5086271,5.331568788,2.0619,1.583,-220.696,valid
CCN1N=CC(=C1C1=NN=NO1)[N+]([O-])=O,-786.2350722,5.022445012,4.7765,1.565,71.355,valid
CC(N)(C(O)=O)C1=C2C(=O)OC(N)=C2N=NO1,-904.7519131,2.999806784,8.6627,1.78,-147.58,valid
CC(O)C(O)CC1=NOC(N=C2NN=NO2)=N1,-902.0613418,4.982716076,2.8396,1.557,-46.321,valid
CC1=NOC(=O)OC1=NC1=NN(C=O)C(N)=N1,-899.7084818,3.885544364,3.3791,1.651,-58.641,valid
CN1CC2(O)C(=O)OC(C(=O)C2=O)C(=O)C1=O,-928.4311088,3.77016718,2.6135,1.694,-232.816,valid
CC1=NON=C2N=CC(=O)C(=N)C(=O)C(=O)N12,-882.3133781,3.106748372,2.2886,1.631,39.772,valid
CC(N)(C(O)C#N)C1=C(C(=O)N=NN1)[N+]([O-])=O,-900.7685645,3.979152268,6.0455,1.666,13.132,train
CC1OCOC(=O)NC(=N)OC1(OC=O)C=O,-946.920961,5.5987867,4.3326,1.602,-261.986,valid
CC1(CO)OC2=NC(O)=C(N)C(=C2O1)[N+]([O-])=O,-925.7681659,2.77694378,3.6147,1.647,-158.095,train
CC1=NN=C2N1C(=CC1=C2N=C(O)O1)[N+]([O-])=O,-882.38036,3.364170108,4.2933,1.775,-7.416,valid
CC1OCC2COC(=O)OC1(OC=O)C(=O)O2,-950.7434976,6.853513576,5.3927,1.669,-317.834,valid
CCOC(=N)N1C(NC=O)=NC2=C1OC(=O)O2,-904.7661158,4.557670884,7.3038,1.637,-145.16,valid
CC(=O)OC1=C(NN=N1)C1=NN(C=O)C(=O)O1,-919.5906469,4.878223532,1.9971,1.682,-113.981,valid
CC(=O)N(C=O)C(C(=O)C#N)C1=NOC(=N)O1,-903.4961972,4.239295164,4.7824,1.599,-96.011,train
CC1OC(=O)C(N)(CC(O)=O)C(=O)O1,-778.2985802,6.84235682,2.5742,1.603,-277.272,train
CC1(O)C(=O)C(=O)OC1(OCC#N)C(=O)C=O,-928.4079942,3.882006856,4.9855,1.637,-220.871,train
CC1=C(CO)N=C(N1C1=NOC(O)=N1)C(O)=O,-904.765588,5.185986728,3.2174,1.65,-145.834,valid
CC(=N)OC(=O)C(=O)C(=O)C(=O)N1N=NN=N1,-935.5241963,3.531249332,2.0845,1.636,-36.336,train
CN1C2=NN=CN2C2=C1OC(=O)C(=O)O2,-788.967795,3.332604652,2.2771,1.736,-49.036,valid
CCCN=COC1=NN=C(N=N1)[N+]([O-])=O,-787.4211944,3.598461984,4.2076,1.472,68.274,train
CC1=C(N=C2N=NON=C(O)C2=N)N=C(O)O1,-899.5744789,3.206070712,6.556,1.69,26.542,valid
CC(O)(CO)C1=CN=C(O1)C1=NC(=O)N=NO1,-904.799603,4.767200204,4.3599,1.508,-176.692,valid
CC1(O)C(OC=O)OC(=O)C2=C1C(=O)ON=N2,-944.4509379,4.148952652,1.1658,1.703,-204.288,valid
CC1=C(N)OC(=O)N=C(N=CN=C1O)C(O)=O,-904.7827721,3.997928272,7.0834,1.671,-154.787,train
CC(=O)C(=NO)C1=C2N=CN=NN2C(=O)O1,-844.2512047,2.753541804,4.5449,1.657,0.365,valid
CC1=C(O)N=C(O)C(=N)OC(=O)N=CO1,-811.270054,3.710845892,2.0025,1.61,-128.491,valid
CC1=C(O)OC(=N)C(=O)OC(C(O)=O)=C(N)O1,-945.6828416,5.201769456,3.3107,1.695,-232.655,valid
CC(=O)C(=N)OC1=C(N)C(=O)C(OC=N)=NO1,-904.6886655,3.55247438,3.8041,1.574,-93.048,train
CC(=NO)C(=NO)C1(O)C(O)C1(O)C(=O)C#N,-925.6759286,4.489097652,4.4905,1.623,-107.977,train
CCOC(=N)C(=O)C1=NC(=N)N=C(N1)[N+]([O-])=O,-900.830153,3.739145956,2.075,1.574,-19.322,train
CC12OCOC(=O)OC1OC(=O)NC(=O)C2N,-946.9565978,6.0749897,4.4409,1.677,-290.714,valid
CC1=NC(=O)N=C2N=C(O)C(=O)N=CC(=O)N12,-882.4582913,3.019943368,7.6418,1.779,-62.167,valid
CC1=NC(N(C=N)C(=N)NC=O)=C(O1)[N+]([O-])=O,-900.8538343,4.16473538,7.6142,1.607,-34.694,train
CCC1OC(OC1C(O)=O)C(=O)N1N=NN=N1,-921.9472637,5.055098932,6.2251,1.581,-105.629,valid
CC(=O)C1N=C(OC(=O)C1=O)C1=NOC(=O)N1,-923.4021216,3.962825308,6.9442,1.704,-164.646,valid
CC1=COC(OC1=O)=NC1=NNC(=N)O1,-790.2099341,3.578869632,6.0706,1.628,-83.718,valid
CC(=O)C(=O)N1N=NC(NC(=O)C(=O)CO)=N1,-920.7688578,4.453994688,3.0652,1.599,-113.832,train
CC(=N)N(C(N)=N)C(=O)N1N=NN=C1O,-783.7535968,4.86271292,3.2848,1.596,21.916,train
CC1C2=NON=C2OC(COC(N)=O)OC1=O,-925.8119384,6.193904392,5.3708,1.626,-185.837,valid
CC#CC(=N)OC1OC(=O)OC2=C1ON=N2,-848.0749697,5.505723028,6.2325,1.618,-59.927,train
CC1(OC(=O)OC(=N)C(=O)C(=O)C1=O)C(N)=O,-944.478176,4.092080408,3.1678,1.707,-222.467,valid
CC(O)C(=O)OC1=CN2C(=N)OC(=O)C2=NN1,-904.740986,3.296413224,3.2855,1.612,-129.124,valid
CC(OC1=NNC(=N)O1)C(=O)C1=CNC(=O)O1,-904.7598639,3.712750704,4.0653,1.638,-141.801,valid
CC1(CO)OC(=O)NC(=O)C(OC=O)OC1=N,-946.9421651,5.739198556,1.9805,1.623,-278.159,valid
CC(O)C(=O)C1OC(=O)C1(OC(N)=O)C=O,-891.5700131,5.052105656,5.1222,1.628,-277.413,train
CCC(O)C(C(O)=O)C(=O)N1C(=O)ON=C1O,-946.9359014,5.734300468,5.9141,1.651,-274.986,train
CC12OC(=O)C(O)(C1=NO)C2(O)C(C=NO)=NO,-1000.857643,4.814276272,3.7562,1.735,-124.087,train
CN1C(=CC2=C1ON=N2)N1N=NOC1=O,-785.0997116,3.530160868,2.0378,1.65,32.948,valid
CC(=NO)C1=NNC=C1OC1=NOC(=N)O1,-845.4625393,5.558785648,4.1419,1.637,-12.908,train
CC1OC=NC2=C(O1)N=COC(=O)OC(O)=N2,-924.5791193,3.578053284,3.412,1.682,-152.415,valid
CC(=O)C(=O)OC1=NC(=N)C(=O)OC(C=O)=N1,-923.3899288,4.005819636,4.1563,1.627,-156.09,train
CC(=O)C1(COC(=O)C2=NN=NN12)C=O,-790.1737091,5.412931472,3.777,1.615,-60.548,valid
CC1(CO)OC(=N)C(=O)C(=O)NC(=O)NC1=O,-925.8569216,4.342699244,0.8453,1.615,-213.501,valid
CC1=NC(=O)C(N)=C(O)OC(O)=C(O1)C(N)=O,-925.8536594,5.239865696,3.4441,1.666,-211.05,train
CC1OC=NC2=C1N=C(OC(=O)C(O)=O)O2,-869.2812822,3.729077664,4.2929,1.651,-196.382,valid
CC(=O)C1=C(OC(=O)C2=CON=N2)C(O)=NN1,-903.5030195,4.586787296,1.7549,1.628,-93.554,valid
CC(O)C1=C(NC(N)=O)N=NN(C(N)=O)C1=O,-902.1917521,4.239839396,4.0482,1.637,-133.062,train
CC1=C(O)NC(=N)C=NC(=NC(=O)N1)[N+]([O-])=O,-900.8026207,2.185907828,4.386,1.659,0.775,valid
CC(O)C(=O)OC1=NOC(=N)N=C1C(=O)C#N,-903.4542444,3.449342416,1.7655,1.592,-68.841,train
CC1=C(N)OC(=O)N=C1OC1=C(N)ON=N1,-845.5674329,4.606379648,7.1506,1.689,-82.83,valid
CC#CC(O)(C#N)C1=NOC(=O)C(=O)O1,-792.7034595,4.89400626,3.9874,1.6,-60.148,train
CC1=C2C(ON=CO1)=NC(=N)OC(=O)N=C2O,-903.4526897,4.4763082,8.1325,1.709,-62.174,valid
CC1(OC(C(=O)O1)C1=C(O)N=NNC1=O)C#N,-903.5265913,4.718763556,4.9878,1.681,-117.665,valid
CC1=C(N(N=C1O)C(=O)CN)N1N=NOC1=O,-900.8870411,5.102175,4.5439,1.594,-53.334,valid
CCOC1=NN(C(N)=N1)C1=NC(=O)OC(=N)O1,-900.96168,4.438484076,6.2863,1.624,-103.201,valid
CC(=O)OCCC(=O)N1C(=N)OC(O)=NC1=O,-925.8987257,6.047233868,3.2707,1.644,-239.26,train
CC(C(=O)C(=O)OC=N)C1=NN=NN=N1,-786.26757,3.819692292,3.7348,1.539,48.275,train
CC(=O)N1C(N)=NC2=NOC(OC(=O)C=O)=C12,-903.5062348,3.875476072,7.7759,1.686,-98.932,train
CCNCC(N1N=NOC1=O)(C(N)=O)C(O)=O,-923.2134976,5.533206744,3.5608,1.557,-153.504,train
CC12OC(=O)C(N=C(O1)C(N)=O)C(=O)NC2=N,-904.8008558,5.4763345,1.7498,1.665,-170.916,valid
CN1C2=NC(O)=NN2C(=O)C(C#N)=C(O)C1=O,-882.4816587,3.969628208,6.216,1.735,-73.613,valid
CCOC1=C(OC(=O)C(O)=O)C(=O)ON=C1N,-945.6856992,4.399299372,6.9652,1.665,-237.799,train
CC(=O)CNC(=O)C1=NN(N=N1)C(N)=O,-787.62762,5.252927264,7.6775,1.571,-68.794,train
CC1(OC=N)OC(=O)OC1(OC=O)C(O)C=O,-966.785669,6.134310988,6.8168,1.667,-309.034,train
CC(=O)OC1OC(=N)C(=O)N(C=N)C(=N)C1=O,-904.7470289,4.113305456,5.6356,1.59,-131.541,valid
CC1=CC(=O)N=C(O)C(=NC(O)=CO1)[N+]([O-])=O,-924.472919,3.344849872,6.48,1.669,-90.52,valid
CC(=O)OC1=C(N=NO1)C(CC#N)OC(N)=O,-904.7531327,6.002062612,4.1275,1.572,-140.055,train
CC(NC=O)C(OC1=NON=N1)(C#C)C(O)=O,-904.6269969,5.141359704,1.4645,1.576,-61.634,train
CC(N=C1NC(=NC=N1)[N+]([O-])=O)C(=O)C(N)=O,-900.8659809,2.888783456,1.8661,1.594,-43.74,train
CC1=C(O)OC(N)=C1OC1=NC(=O)ON=C1O,-924.5746534,2.771229344,3.9044,1.723,-155.571,valid
CC(=N)N(CC(=O)C(O)=O)C1=NN(C=O)N=N1,-900.9120311,4.208001824,4.6773,1.563,-69.672,train
CC(NC1=NC(=CC(=O)OC1=N)[N+]([O-])=O)C=O,-904.6558475,4.08037942,6.5259,1.59,-77.392,train
CC1=NON=C1OC1=NC(=N)ON=CC1=NO,-899.5126902,4.5511401,5.8992,1.632,69.092,valid
CCN1N=C(OC(=O)C#N)N=C1OCC(O)=O,-904.7670194,4.890196636,5.6795,1.533,-149.424,train
CC(=O)NC1=NC(=O)N2C(N)=C(O)C(O)=C2O1,-904.793894,4.234941308,2.8334,1.67,-164.745,valid
CC1=NC(=N)OC(=O)C(=O)N=C1OC=O,-810.0693259,4.90080916,2.5644,1.627,-126.058,valid
CC1=NC(N)=NN1C12C(=O)OC(OC1=O)C2=O,-903.5573964,3.708396848,2.2948,1.72,-133.76,valid
CC(N)=NC1=C(O)N=CN=C(N=CO1)[N+]([O-])=O,-900.7633555,2.396525612,6.3574,1.59,26.068,train
CC(OC(=O)C1=NC(=O)N=C(O)C=N1)C(N)=O,-904.7758363,3.665130404,4.7515,1.655,-154.323,train
CC1OC2=C(O1)C(N=C1ON=NO1)=NOC2=N,-919.4053722,3.41777696,2.9312,1.687,2.442,valid
CC(N=COC1=C(N=CO1)[N+]([O-])=O)C(O)C=O,-925.7067213,5.050200844,2.9069,1.557,-120.006,train
CC(N)(C(N)=O)C(=O)N1C=C(N)N=C1[N+]([O-])=O,-902.0911516,3.401177884,4.6649,1.591,-66.672,train
CC1=C(ON=N1)C1=NN2N=C(OC2=N1)[N+]([O-])=O,-914.3424944,3.34294506,2.2505,1.734,91.389,valid
CC(=O)OCC(=O)C(=O)CN1N=C(O)OC1=O,-945.7310852,3.855067372,5.0693,1.621,-261.451,train
CC(=O)N1N=C(OC1=N)C(=O)C(=O)CNC=O,-904.7629932,3.556011888,4.7761,1.571,-145.04,train
CC(O)C1=C(O)C(=N)OC(=O)NC(O)=C(O)O1,-946.889808,3.86540778,3.9364,1.64,-240.58,train
CC1=NON=C1C1OCC(OC(N)=O)OC1=O,-925.8109506,6.19608132,5.1365,1.613,-185.696,valid
CC1=C2OC(=O)C(O)=C(C2=NC(=N)N1)[N+]([O-])=O,-903.4749287,3.045794388,6.2424,1.691,-79.487,valid
CC1=C(C2=C(N)OC(=O)O2)C(C(O)=O)=C(O)O1,-928.4957982,4.298616452,6.9116,1.773,-271.151,valid
CC(OC(=O)C(O)=O)C(N)=NC1=CC(O)=NO1,-925.8474451,3.839284644,2.271,1.597,-206.901,train
CC1N=C(OC1(OC=O)C(O)=O)N1C=NC=N1,-904.7808506,6.008865512,3.4243,1.604,-150.216,valid
CC(O)(CO)C(=O)C(=O)N1N=NC(=N1)[N+]([O-])=O,-957.7547231,4.311405904,5.6391,1.642,-78.036,train
CC(O)(C(=O)C1OCOC1=O)C1=C(O)N=NO1,-945.6484281,5.27360808,3.8153,1.661,-210.493,valid
CC1(O)C(=O)OC2=C1OC(=N2)C(N)=O,-755.9565072,5.022717128,1.4077,1.67,-170.596,train
CC1OC2(OC1(C=O)C(=NO)C2=O)C(N)=O,-870.4157632,4.41644268,3.8113,1.683,-171.89,valid
CC1=NC(=O)OC2=C(OC1=O)N=CC(O)=NO2,-923.3266139,3.910034804,5.3442,1.718,-113.544,valid
CC(=O)OC1=NC2=C(NC(=O)OC2=N)N=C1O,-903.6283831,4.470593764,7.2523,1.726,-177.297,valid
CC1=C(NN=C1OCC(O)=O)C1=NC(O)=NO1,-904.7533762,4.68855868,6.1132,1.675,-136.791,valid
CC1=C(OC(=O)C(=N)OC=O)OC(=O)C(O)=C1,-928.4701741,3.87357126,2.4921,1.599,-250.718,train
CC(O)C(O)C1=NOC(=NC1=O)C(=O)NC=O,-925.8156165,4.256166356,2.6964,1.587,-190.995,train
CC(N)=NC1=C(C(=N)C=C(O)C(=O)O1)[N+]([O-])=O,-904.6566559,4.112489108,7.6627,1.654,-77.004,train
CCN=C1OC(=O)NC(=O)NC2=C1ON=N2,-845.5651305,4.728559732,1.8319,1.598,-78.597,valid
CC1=C(C(=O)N=C2C1=NC=NOC2=O)[N+]([O-])=O,-902.149282,3.389476896,5.7079,1.689,9.934,valid
CC1OC2OC(=N)NC(=O)C2(O)C(=N)OC1=O,-925.8616067,6.382752896,2.7116,1.646,-218.214,valid
CC1=C2N(N=C(NC(=O)CO)OC2=O)C(=O)N1,-904.8053334,4.179157528,6.4432,1.678,-173.633,valid
CC(=O)C(=O)OC1=C(ON=C1C(=O)C#N)C#N,-884.9983121,4.057793792,2.8672,1.588,-55.418,train
CCOC(=O)NCC(=O)OC1=NC(=N)N=NN1,-902.1395905,5.014009416,7.4472,1.56,-99.825,train
CC1=C(N)OC(O)=C(OC=N)OC(=O)NC1=O,-925.8202883,5.079317256,5.2784,1.662,-190.02,train
CC1=NC2=NC(=O)N=C(OC2=O)N=COCO1,-903.5096419,4.823800332,9.7222,1.718,-101.727,valid
CC(O)C(OC(=O)C(O)=O)C(O)=O,-760.0505399,5.648039696,0.9402,1.611,-325.738,train
CC(O)C(OC=O)(C(O)=O)C1=CN=NOC1=O,-945.6521167,4.576174772,4.1847,1.664,-212.182,train
CC(N)C(=O)N(C)C(=N)C1=C(N=NO1)[N+]([O-])=O,-901.9969388,4.274398128,4.6002,1.52,-2.828,train
CC(=O)COC(=O)N1C(=N)N=C(OC1=O)C=O,-924.6465947,3.941328144,5.7411,1.607,-200.823,train
CC1(CN(C=O)C(=O)NC(=O)C1=NO)OC=O,-925.8405991,5.784369812,1.8818,1.625,-203.609,valid
CC1OC(=O)N(C2=CN=C(O)O2)C(=N)C(=O)O1,-924.6417238,4.05861014,3.1702,1.682,-195.3,valid
CC(=O)C1=C(O)C(=O)C(=O)OC(N)=C1OC=O,-928.4430171,2.965792284,6.1362,1.687,-238.01,train
CC1=C(O)C(O)=NC(=O)OC(O)=C(OC=O)O1,-965.5340134,4.677129808,4.6265,1.733,-269.037,train
CC(=O)NC(=O)OCC1=CON=NC(=N)C1=O,-904.7058215,2.98375194,3.7509,1.567,-109.621,valid
CCCC(=O)C1=C(C(=O)C(=N)ON=N1)[N+]([O-])=O,-904.5426945,3.644721704,3.7807,1.533,-1.445,train
CC(=O)OC1=C(N=NN1C1=NC=NO1)C(N)=N,-879.8086206,4.691551956,3.5882,1.58,9.728,valid
CC1COC(OC(N)=O)(C1O)C(=NO)C(O)=O,-948.1209387,6.036077112,3.064,1.623,-277.709,train
CC(=O)OC1=NC(=O)N=C(O)C=N1,-696.7700279,4.402292648,5.2662,1.645,-112.348,train
CC1=C2OC(=O)C(=O)ON=C2OC(=O)C=CO1,-927.1404653,4.931830384,6.0561,1.698,-160.038,valid
CC(=O)N1N=C(OCC=O)C(=O)N=C1[N+]([O-])=O,-940.5377361,4.71168854,8.8979,1.663,-96.983,train
CC(O)(CO)C(=O)COC1OC(=O)OC1=N,-892.7776117,5.525859612,3.8865,1.562,-285.859,train
CC(=O)C1=C2C(OC(=O)C3=C2OC(=O)N3)=NO1,-906.1682185,3.651252488,1.7504,1.741,-168.37,valid
CC1=C(O)C(=O)OC2=NON=NC(=O)N2C=C1,-903.3979855,3.78649414,4.6761,1.644,-23.553,valid
CC(N)=NC1=C(C(=N)OC(=O)NC1=O)[N+]([O-])=O,-920.7247611,3.716560328,5.8583,1.666,-84.301,valid
CC(=O)N1N=CC2=C1N=C(O2)C1=C(O)N=NO1,-882.4045729,3.91574924,5.4006,1.642,-16.214,valid
CC1OC(=O)OC11C2OC(COC2=O)OC1=O,-949.564986,6.535954204,5.7542,1.755,-329.094,valid
CC(=N)NC(=O)CN(C(N)=O)C1=NOC(=O)O1,-922.0526564,6.226286196,5.1439,1.621,-175.017,train
CC1=NOC(=C1)C12OC(=O)C(O)(C(=O)O1)C2=O,-927.2039666,5.516063436,3.9698,1.715,-206.376,valid
CC(=N)OC1=NOC2=C(O)C(=O)C(C=O)=NN12,-903.4676789,3.54295032,2.1824,1.644,-72.454,train
CC1(O)C2OC(=O)C1(O)C(=NO)C(CO)O2,-892.723213,6.181659172,3.8324,1.651,-255.121,valid
CC(O)(C(OC(=O)C#N)C1=NON=C1)C(N)=O,-904.7069186,4.684204824,3.7893,1.568,-109.877,train
CC1=NOC(OC2=NNN=C3OC(=O)C=C23)=N1,-882.4120578,3.835747136,4.9945,1.689,-27.167,valid
CC(=O)C1=NC(=O)C(=NOC1=N)C(=O)OC=N,-903.4570482,3.950580088,2.2729,1.57,-66.178,train
CC1=C(N)OC(=N)OC(O)=C(O)C(OC=O)=N1,-925.7857527,4.108407368,3.776,1.624,-167.236,train
CC1=NC2=C(NN=N1)C(=O)OC(=N)NC(O)=N2,-879.7846607,3.142667684,3.413,1.655,23.746,valid
CC(=O)NC(C(O)C#N)C(=O)C1=NOC(=O)N1,-904.762332,4.336712692,5.624,1.602,-148.643,train
CC(N1N=COC1=O)C1=C(O)OC(=O)NC1=N,-904.7982627,5.781920768,2.8368,1.668,-163.628,valid
CC(C=O)(C(CO)N1N=NN=N1)C(=O)C(O)=O,-921.9421006,4.736995328,2.9321,1.588,-96.696,train
CC(=O)C(O)C1=C(O)C(=N)N2C(=O)NN=C2O1,-904.7651136,4.489097652,2.0054,1.635,-143.052,valid
CC(N)=NC1=NC2=NC(=O)C(O)=NN2C(=O)O1,-899.768656,4.607468112,10.03,1.771,-103.508,train
CC1OC2=C(N=C(O)O2)N(C(=O)CN)C(=O)O1,-925.8554377,5.180272292,2.3725,1.657,-214.473,valid
CC(=O)OC1OC(=O)C(CO)(OC1=O)C(N)=N,-946.9518182,5.839881476,2.1383,1.63,-289.698,train
CC(=O)CN1N=NN(C2=CNN=N2)C(=O)C1=O,-879.7862064,4.792234876,1.7482,1.634,21.175,valid
CC(=O)C(CO)(CO)C(O)(C(O)=O)C(O)=O,-913.8755207,6.02192708,6.8705,1.689,-361.235,train
CC1=C2C(C=NO1)=NC(=C2C(O)=O)[N+]([O-])=O,-848.0743536,4.12391798,4.6823,1.678,-52.269,valid
CC(N)(C1=NON=N1)C1=C(O)OC(=N1)[N+]([O-])=O,-936.6447171,4.243104788,4.4327,1.698,3.841,train
CC1(OC=O)OC(=O)C(=O)C1OC(=N)C(O)=O,-965.5969663,4.642843192,7.3647,1.72,-312.374,train
CC(=O)N1C(=O)NC(=O)C(O)=C(O)OC=C1N,-925.8464254,4.416986912,2.7657,1.647,-203.948,train
CC1OC(=O)C(C#N)N(C(=O)NC=N)C(=O)O1,-904.7967473,6.082336832,2.7008,1.57,-168.052,train
CC(=NO)C(=N)NC(=O)OCC(O)C(O)=O,-888.9502485,5.62463772,5.2745,1.563,-231.01,train
CC(=NO)C1(C)OCC(O)(C(O)=O)C(=O)O1,-892.7538621,6.558267716,4.5784,1.593,-271.327,train
CC1=CN=C(O)N2N=NC(=O)N=C2OC(N)=N1,-879.7770853,3.677103508,9.5525,1.728,22.18,valid
CCN=C(N)C(=O)C(=O)C1=C(OC=N1)[N+]([O-])=O,-904.6427134,3.655606344,6.6073,1.578,-69.523,train
CC(OC(N)=N)C(=O)N1C(=O)C(=N)C(=O)C1=O,-904.7762562,3.339951784,4.6739,1.612,-153.347,valid
CC(=N)OC(=O)NC1=C(C=COC1=O)[N+]([O-])=O,-924.5661517,3.803365332,3.704,1.632,-146.465,train
CN1C2=C(N=CO2)C(=O)N(C(N)=O)C1=O,-790.2925547,5.585997248,6.9543,1.683,-135.999,valid
CC1=NN(C=O)C(O)=C1OC(=O)NCC(O)=O,-925.8925227,4.891012984,2.4008,1.602,-236.825,train
CC(=O)C1OC(=O)OC2=NNC(CNC1=O)=N2,-904.7547469,5.769947664,4.9304,1.661,-137.17,valid
CC1=C(N=NO1)C(=O)C(=N)OC(=O)CC(N)=O,-904.7480203,5.131019296,6.744,1.58,-135.483,train
CC(=O)C1=NNC(=O)C(O1)=NC1=COC(=O)O1,-923.4055182,3.908674224,5.2899,1.716,-165.373,valid
CC(N)C(O)C(=O)OC1=C(O)OC(=O)O1,-853.4635967,4.830059,4.9121,1.608,-281.232,train
CC1(O)CC11OC(=O)OC1OC(=O)NC=O,-891.5979442,6.728612332,5.789,1.629,-300.251,train
CC(CCO)(OC1=NOC(OC=O)=N1)C(O)=O,-946.8950613,5.809132368,3.1029,1.606,-251.057,train
CC(C=O)(C(=N)NC=O)C(O)(C(O)=O)C(O)=O,-946.9792619,5.891583516,2.8439,1.654,-299.001,train
CC(=NO)C1=NOC(=O)C(=N)C2=NOC(O)=C12,-903.3842245,4.471410112,7.4782,1.74,-21.346,valid
CC1(OC(=N)C(O)=O)C(=O)NCC(=O)C1=O,-870.503486,4.107046788,3.582,1.658,-222.964,train
CC(N=C(NC=N)C(=O)C=O)C1=NOC(=O)O1,-904.7144217,4.370455076,7.0275,1.581,-113.649,train
CC1(O)C(NC(=N)OC1C#N)C1=NOC(=O)O1,-904.7204137,5.997708756,2.541,1.617,-121.626,valid
CC1OC(=O)OC11OCC(=NO)C1(O)C#N,-870.4322547,6.471734828,4.1005,1.671,-182.123,valid
CC1OC(=O)C(O)C2OC(C1OC2=O)C(O)=O,-950.7721988,6.34846628,0.7385,1.664,-339.968,valid
CC1=NC(O)=C(N)OC=NC(O)=C1[N+]([O-])=O,-866.5041736,3.333693116,7.2189,1.711,-57.16,train
CC(=N)OC1=NOC=NC1=NC1=C(N)N=NO1,-879.7441916,3.22865634,2.9009,1.589,50.706,valid
CC(=O)NC(=O)C1=NC(=O)C(CNC=O)=NO1,-904.767911,4.203647968,3.9597,1.588,-149.507,train
